0.833076,0.996794,0.833083,0.767871,0.769404,0.071225,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002461,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.084186,0.002112,0.010684,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.736832,0.00188,0.738734,0.073308,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002465,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.084731,0.002112,0.010675,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.742464,0.00188,0.744354,0.067669,0.187958,0
0.833076,0.996794,0.833083,0.767871,0.769404,0.071225,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002465,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.08455,0.002112,0.010678,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.740587,0.00188,0.742481,0.069548,0.187958,1
0.833076,0.996794,0.833083,0.767871,0.769404,0.071225,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002454,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.08346,0.002112,0.010696,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.729322,0.00188,0.731207,0.080826,0.187958,1
0.833076,0.996794,0.833083,0.767871,0.769404,0.071225,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002456,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.083641,0.002112,0.010693,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.731199,0.00188,0.73308,0.078947,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002459,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.151837,0.086643,0.094498,0.016783,0.084186,0.002112,0.010684,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.736832,0.00188,0.738734,0.073308,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011497,1,0.002463,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.153244,0.086643,0.094382,0.016783,0.084186,0.002112,0.010684,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.740587,0.00188,0.742481,0.069548,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011493,1,0.002452,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.156051,0.086643,0.094153,0.016783,0.077844,0.002112,0.010789,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.729322,0.00188,0.731207,0.080826,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011493,1,0.002452,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.156051,0.086643,0.094153,0.016783,0.077844,0.002112,0.010789,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.729322,0.00188,0.731207,0.080826,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011493,1,0.002452,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.156051,0.086643,0.094153,0.016783,0.077844,0.002112,0.010789,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.729322,0.00188,0.731207,0.080826,0.187958,1
0.833076,0.996794,0.833083,0.769461,0.770984,0.069607,0.161125,0.020576,0.007182,0.131577,0.279363,0.002465,0.011493,1,0.002452,0.154242,0.000118,0.054261,0.197494,0.194973,0.030604,0.056992,0.156051,0.086643,0.094153,0.016783,0.077844,0.002112,0.010789,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.806385,0.996243,0.802649,0.729322,0.00188,0.731207,0.080826,0.187958,1
0.953734,0.996411,0.930606,0.882561,0.884314,0.077905,0.039274,0.012346,0.001869,0.131577,0.326635,0.001171,0.010416,1,0.002077,0.17309,0.000116,0.082075,0.237027,0.194973,0.029623,0.056992,0.123564,0.086643,0.102023,0.028239,0.079485,0.002112,0.010897,0,0,1,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.948385,0.995701,0.944092,0.860214,0.002149,0.862382,0.092472,0.04517,0
0.959224,0.996711,0.853179,0.893962,0.895572,0.071423,0.034373,0.012346,0.001628,0.131577,0.312313,0.001171,0.009959,0.926829,0.002161,0.149838,0.000118,0.082075,0.239179,0.194973,0.029528,0.056992,0.135783,0.086643,0.099252,0.028239,0.084273,0.002112,0.010708,0.089553,0,0.926829,0.002614,0,0,0,0.000142,0.000137,0.000142,0,0,0,0.002561,0.95541,0.996125,0.866276,0.875958,0.001938,0.877929,0.083332,0.03874,0
0.894593,0.997975,0.893585,0.84938,0.850345,0.049069,0.101745,0.020576,0.004536,0.131577,0.23443,0.002465,0.008927,0.792683,0.002616,0.082016,0.000126,0.054261,0.215482,0.194973,0.029861,0.056992,0.184764,0.086643,0.088979,0.013964,0.0858,0.002112,0.01031,0.253734,0,0.792683,0,0,0,0,0,0,0,0,0,0,0,0.882921,0.99777,0.882938,0.833898,0,0.835004,0.052396,0.112598,0
